gnl|Rhadb|1|WP_002964358.1	gnl|Rhpdb|48	92.39	92	7	0	1	92	1	92	9e-62	 180
gnl|Rhadb|2|WP_003507767.1	gnl|Rhpdb|21	99.02	102	1	0	1	102	1	102	9e-72	 206
gnl|Rhadb|3|WP_003525223.1	gnl|Rhpdb|4052	44.17	240	126	5	3	238	8	243	9e-64	 197
gnl|Rhadb|4|WP_003525305.1	gnl|Rhpdb|5575	63.16	95	35	0	1	95	1	95	1e-38	 121
gnl|Rhadb|6|WP_003525557.1	gnl|Rhpdb|479	85.80	176	25	0	8	183	9	184	4e-117	 327
gnl|Rhadb|7|WP_003525565.1	gnl|Rhpdb|1424	63.41	41	15	0	10	50	23	63	2e-13	55.5
gnl|Rhadb|8|WP_003525566.1	gnl|Rhpdb|478	79.17	264	55	0	1	264	1	264	7e-138	 386
gnl|Rhadb|9|WP_003525568.1	gnl|Rhpdb|5047	60.19	216	85	1	9	224	7	221	7e-72	 216
gnl|Rhadb|10|WP_003525570.1	gnl|Rhpdb|1990	35.00	260	166	2	1	257	1	260	8e-45	 149
gnl|Rhadb|11|WP_003525573.1	gnl|Rhpdb|100	81.93	332	60	0	1	332	1	332	0.0	 555
gnl|Rhadb|12|WP_003525578.1	gnl|Rhpdb|987	85.55	436	63	0	1	436	1	436	0.0	 783
gnl|Rhadb|13|WP_003525579.1	gnl|Rhpdb|5048	72.47	316	87	0	1	316	1	316	6e-165	 459
gnl|Rhadb|14|WP_003525590.1	gnl|Rhpdb|5308	89.84	187	19	0	24	210	33	219	5e-125	 350
gnl|Rhadb|15|WP_003525604.1	gnl|Rhpdb|1425	87.19	203	26	0	1	203	1	203	1e-130	 363
gnl|Rhadb|16|WP_003525615.1	gnl|Rhpdb|1427	83.95	81	13	0	21	101	21	101	1e-47	 145
gnl|Rhadb|17|WP_003525618.1	gnl|Rhpdb|28	94.00	100	6	0	1	100	1	100	5e-66	 191
gnl|Rhadb|18|WP_003525631.1	gnl|Rhpdb|397	79.62	368	75	0	1	368	1	368	0.0	 590
gnl|Rhadb|19|WP_003525632.1	gnl|Rhpdb|398	50.00	116	56	1	1	114	1	116	1e-39	 126
gnl|Rhadb|20|WP_003525634.1	gnl|Rhpdb|1433	86.55	238	32	0	4	241	10	247	1e-153	 424
gnl|Rhadb|21|WP_003525635.1	gnl|Rhpdb|399	84.53	265	41	0	5	269	5	269	3e-170	 470
gnl|Rhadb|22|WP_003525638.1	gnl|Rhpdb|1434	86.33	300	41	0	1	300	1	300	0.0	 503
gnl|Rhadb|23|WP_003525641.1	gnl|Rhpdb|5358	39.13	115	70	0	11	125	45	159	3e-24	89.0
gnl|Rhadb|24|WP_003525643.1	gnl|Rhpdb|2766	72.40	221	60	1	30	250	31	250	5e-110	 315
