gnl|Rhadb|1|WP_003539403.1	gnl|Rhpdb|1	100.00	80	0	0	1	80	1	80	3e-57	 167
gnl|Rhadb|2|WP_003539626.1	gnl|Rhpdb|2	100.00	112	0	0	1	112	1	112	2e-76	 218
gnl|Rhadb|3|WP_003539654.1	gnl|Rhpdb|3	100.00	51	0	0	1	51	1	51	1e-32	 103
gnl|Rhadb|4|WP_003540486.1	gnl|Rhpdb|4	100.00	92	0	0	1	92	1	92	5e-63	 183
gnl|Rhadb|5|WP_003542883.1	gnl|Rhpdb|6	100.00	120	0	0	1	120	1	120	2e-84	 239
gnl|Rhadb|6|WP_003543684.1	gnl|Rhpdb|8	100.00	116	0	0	1	116	1	116	1e-81	 232
gnl|Rhadb|7|WP_003543721.1	gnl|Rhpdb|32	98.72	78	1	0	1	78	1	78	9e-54	 159
gnl|Rhadb|8|WP_003543790.1	gnl|Rhpdb|9	100.00	33	0	0	19	51	19	51	8e-05	33.5
gnl|Rhadb|9|WP_003543812.1	gnl|Rhpdb|10	100.00	61	0	0	1	61	1	61	5e-41	 125
gnl|Rhadb|10|WP_003543943.1	gnl|Rhpdb|11	100.00	440	0	0	1	440	1	440	0.0	 875
gnl|Rhadb|11|WP_003544934.1	gnl|Rhpdb|13	100.00	99	0	0	1	99	1	99	8e-71	 203
gnl|Rhadb|12|WP_003545338.1	gnl|Rhpdb|14	100.00	72	0	0	1	72	1	72	2e-49	 147
gnl|Rhadb|13|WP_003545921.1	gnl|Rhpdb|15	100.00	83	0	0	1	83	1	83	9e-56	 164
gnl|Rhadb|14|WP_003547058.1	gnl|Rhpdb|16	100.00	78	0	0	1	78	1	78	3e-49	 147
gnl|Rhadb|15|WP_003547190.1	gnl|Rhpdb|17	100.00	158	0	0	1	158	1	158	8e-113	 314
gnl|Rhadb|16|WP_003547430.1	gnl|Rhpdb|19	100.00	123	0	0	1	123	1	123	4e-90	 254
gnl|Rhadb|17|WP_003547537.1	gnl|Rhpdb|20	100.00	123	0	0	1	123	1	123	2e-87	 247
gnl|Rhadb|18|WP_003547547.1	gnl|Rhpdb|21	100.00	102	0	0	1	102	1	102	6e-72	 206
gnl|Rhadb|19|WP_003547550.1	gnl|Rhpdb|22	100.00	97	0	0	1	97	1	97	7e-67	 193
gnl|Rhadb|20|WP_003547577.1	gnl|Rhpdb|25	100.00	115	0	0	15	129	15	129	9e-84	 238
gnl|Rhadb|21|WP_003547579.1	gnl|Rhpdb|26	100.00	336	0	0	1	336	1	336	0.0	 684
gnl|Rhadb|22|WP_003558438.1	gnl|Rhpdb|18	98.90	91	1	0	1	91	1	91	6e-50	 150
gnl|Rhadb|23|WP_003561293.1	gnl|Rhpdb|27	100.00	71	0	0	1	71	1	71	2e-48	 144
gnl|Rhadb|24|WP_003566413.1	gnl|Rhpdb|30	100.00	73	0	0	1	73	1	73	5e-52	 154
gnl|Rhadb|25|WP_003567459.1	gnl|Rhpdb|941	98.39	62	1	0	1	62	1	62	2e-39	 121
gnl|Rhadb|27|WP_003573382.1	gnl|Rhpdb|675	99.59	241	1	0	1	241	1	241	5e-168	 462
gnl|Rhadb|28|WP_003573784.1	gnl|Rhpdb|42	100.00	168	0	0	22	189	22	189	2e-120	 336
gnl|Rhadb|29|WP_003573787.1	gnl|Rhpdb|44	100.00	101	0	0	1	101	1	101	5e-60	 176
gnl|Rhadb|30|WP_003573790.1	gnl|Rhpdb|45	100.00	122	0	0	1	122	1	122	2e-85	 242
gnl|Rhadb|31|WP_003573792.1	gnl|Rhpdb|46	100.00	137	0	0	1	137	1	137	5e-87	 247
gnl|Rhadb|32|WP_003573793.1	gnl|Rhpdb|47	100.00	229	0	0	1	229	1	229	9e-172	 470
gnl|Rhadb|33|WP_003573797.1	gnl|Rhpdb|48	100.00	92	0	0	1	92	1	92	1e-65	 189
gnl|Rhadb|34|WP_003573944.1	gnl|Rhpdb|50	100.00	209	0	0	1	209	1	209	3e-149	 410
gnl|Rhadb|35|WP_003573983.1	gnl|Rhpdb|812	98.55	69	1	0	1	69	1	69	1e-26	89.7
gnl|Rhadb|36|WP_003582204.1	gnl|Rhpdb|56	100.00	41	0	0	1	41	1	41	1e-23	80.5
gnl|Rhadb|37|WP_003582338.1	gnl|Rhpdb|5008	93.18	132	9	0	1	132	1	132	4e-69	 201
gnl|Rhadb|38|WP_003582619.1	gnl|Rhpdb|924	95.31	64	3	0	1	64	1	64	3e-27	90.9
gnl|Rhadb|39|WP_003585885.1	gnl|Rhpdb|58	100.00	70	0	0	1	70	1	70	9e-27	90.1
gnl|Rhadb|40|WP_003587245.1	gnl|Rhpdb|59	100.00	55	0	0	1	55	1	55	4e-26	87.4
gnl|Rhadb|41|WP_003588243.1	gnl|Rhpdb|60	100.00	64	0	0	1	64	1	64	3e-40	 124
gnl|Rhadb|42|WP_003589536.1	gnl|Rhpdb|38	99.76	421	1	0	1	421	1	421	0.0	 826
gnl|Rhadb|43|WP_004668299.1	gnl|Rhpdb|66	100.00	88	0	0	1	88	1	88	3e-61	 178
gnl|Rhadb|44|WP_004668557.1	gnl|Rhpdb|79	100.00	339	0	0	1	339	1	339	0.0	 699
gnl|Rhadb|45|WP_004669085.1	gnl|Rhpdb|126	100.00	156	0	0	1	156	1	156	9e-101	 283
gnl|Rhadb|46|WP_004669942.1	gnl|Rhpdb|147	100.00	83	0	0	1	83	1	83	1e-56	 166
gnl|Rhadb|47|WP_004671024.1	gnl|Rhpdb|156	100.00	298	0	0	1	298	1	298	0.0	 620
gnl|Rhadb|48|WP_004671617.1	gnl|Rhpdb|178	100.00	239	0	0	1	239	1	239	8e-174	 475
gnl|Rhadb|49|WP_004672438.1	gnl|Rhpdb|4578	99.30	285	2	0	1	285	1	285	0.0	 509
gnl|Rhadb|50|WP_004672768.1	gnl|Rhpdb|243	100.00	227	0	0	1	227	1	227	7e-165	 451
gnl|Rhadb|51|WP_004672769.1	gnl|Rhpdb|244	100.00	237	0	0	1	237	1	237	1e-176	 482
gnl|Rhadb|52|WP_004672867.1	gnl|Rhpdb|749	98.80	166	2	0	1	166	1	166	4e-119	 330
gnl|Rhadb|53|WP_004672940.1	gnl|Rhpdb|4584	99.22	129	1	0	1	129	1	129	8e-95	 266
