gnl|Rhadb|1|WP_002712302.1	gnl|Rhpdb|21	95.10	102	5	0	1	102	1	102	1e-69	 200
gnl|Rhadb|2|WP_002714638.1	gnl|Rhpdb|665	87.91	91	11	0	1	91	1	91	2e-55	 164
gnl|Rhadb|3|WP_006611362.1	gnl|Rhpdb|56	73.17	41	11	0	1	41	1	41	2e-17	64.7
gnl|Rhadb|4|WP_006611824.1	gnl|Rhpdb|122	72.73	143	38	1	1	142	1	143	5e-72	 210
gnl|Rhadb|5|WP_007590701.1	gnl|Rhpdb|573	45.24	42	23	0	3	44	1	42	3e-10	47.0
gnl|Rhadb|6|WP_007591126.1	gnl|Rhpdb|1	77.63	76	17	0	3	78	2	77	3e-42	 130
gnl|Rhadb|7|WP_007591377.1	gnl|Rhpdb|18	32.35	68	43	1	4	71	1	65	1e-06	40.4
gnl|Rhadb|8|WP_007591938.1	gnl|Rhpdb|432	59.09	66	25	1	5	68	4	69	9e-24	82.4
gnl|Rhadb|9|WP_007592020.1	gnl|Rhpdb|655	79.01	81	14	1	1	78	1	81	1e-42	 131
gnl|Rhadb|10|WP_007592476.1	gnl|Rhpdb|4	78.26	92	20	0	1	92	1	92	7e-51	 152
gnl|Rhadb|13|WP_007596674.1	gnl|Rhpdb|246	71.79	156	44	0	1	156	2	157	4e-80	 231
gnl|Rhadb|14|WP_007596883.1	gnl|Rhpdb|203	40.00	105	63	0	21	125	21	125	5e-22	82.4
gnl|Rhadb|16|WP_007597092.1	gnl|Rhpdb|6	83.76	117	19	0	3	119	4	120	2e-69	 201
gnl|Rhadb|17|WP_007597501.1	gnl|Rhpdb|2967	52.53	158	75	0	1	158	1	158	1e-53	 164
gnl|Rhadb|18|WP_007597752.1	gnl|Rhpdb|229	65.41	133	46	0	1	133	1	133	2e-59	 177
gnl|Rhadb|19|WP_007598106.1	gnl|Rhpdb|10	85.00	60	9	0	1	60	1	60	2e-34	 108
gnl|Rhadb|20|WP_007598116.1	gnl|Rhpdb|315	28.45	116	81	2	4	119	3	116	6e-08	45.4
gnl|Rhadb|21|WP_007598410.1	gnl|Rhpdb|13	72.28	101	23	1	1	101	1	96	2e-47	 144
gnl|Rhadb|22|WP_007598521.1	gnl|Rhpdb|852	30.56	72	50	0	12	83	14	85	3e-05	36.6
gnl|Rhadb|23|WP_007598630.1	gnl|Rhpdb|468	71.50	207	59	0	22	228	21	227	1e-107	 306
gnl|Rhadb|24|WP_007599451.1	gnl|Rhpdb|60	71.43	28	8	0	31	58	31	58	4e-09	45.8
gnl|Rhadb|25|WP_007600538.1	gnl|Rhpdb|401	34.78	115	73	1	1	115	1	113	3e-24	87.4
gnl|Rhadb|27|WP_007602550.1	gnl|Rhpdb|861	63.24	68	24	1	1	68	1	67	4e-26	88.6
gnl|Rhadb|28|WP_007603006.1	gnl|Rhpdb|20	89.43	123	13	0	1	123	1	123	1e-79	 228
gnl|Rhadb|29|WP_007603028.1	gnl|Rhpdb|364	65.82	79	27	0	1	79	1	79	3e-34	 109
gnl|Rhadb|30|WP_007603030.1	gnl|Rhpdb|45	90.16	122	12	0	1	122	1	122	9e-78	 223
