gnl|Rhpdb|1|WP_003539403.1	gnl|Rhadb|6	77.63	76	17	0	2	77	3	78	3e-42	 130
gnl|Rhpdb|2|WP_003539626.1	gnl|Rhadb|36	85.71	112	16	0	1	112	1	112	2e-67	 196
gnl|Rhpdb|4|WP_003540486.1	gnl|Rhadb|10	78.26	92	20	0	1	92	1	92	9e-51	 152
gnl|Rhpdb|5|WP_003540801.1	gnl|Rhadb|80	61.19	67	26	0	1	67	1	67	5e-29	96.3
gnl|Rhpdb|6|WP_003542883.1	gnl|Rhadb|16	83.76	117	19	0	4	120	3	119	3e-69	 201
gnl|Rhpdb|7|WP_003543311.1	gnl|Rhadb|1468	61.16	121	45	1	1	119	1	121	3e-44	 138
gnl|Rhpdb|8|WP_003543684.1	gnl|Rhadb|72	80.36	112	22	0	5	116	1	112	2e-64	 189
gnl|Rhpdb|10|WP_003543812.1	gnl|Rhadb|19	85.00	60	9	0	1	60	1	60	2e-34	 108
gnl|Rhpdb|11|WP_003543943.1	gnl|Rhadb|605	58.73	441	170	6	1	433	1	437	0.0	 515
gnl|Rhpdb|12|WP_003544133.1	gnl|Rhadb|6615	64.77	88	31	0	3	90	16	103	1e-25	89.4
gnl|Rhpdb|13|WP_003544934.1	gnl|Rhadb|21	72.28	101	23	1	1	96	1	101	2e-47	 144
gnl|Rhpdb|14|WP_003545338.1	gnl|Rhadb|47	61.11	72	28	0	1	72	1	72	2e-30	 100
gnl|Rhpdb|15|WP_003545921.1	gnl|Rhadb|5750	54.32	81	37	0	1	81	1	81	6e-26	89.4
gnl|Rhpdb|16|WP_003547058.1	gnl|Rhadb|43	82.67	75	13	0	1	75	1	75	2e-40	 125
gnl|Rhpdb|17|WP_003547190.1	gnl|Rhadb|34	63.33	150	55	0	1	150	1	150	2e-65	 195
gnl|Rhpdb|18|WP_003547346.1	gnl|Rhadb|21	39.56	91	54	1	1	90	1	91	3e-12	55.5
gnl|Rhpdb|19|WP_003547430.1	gnl|Rhadb|87	76.03	121	29	0	1	121	1	121	3e-67	 196
gnl|Rhpdb|20|WP_003547537.1	gnl|Rhadb|28	89.43	123	13	0	1	123	1	123	2e-79	 228
gnl|Rhpdb|21|WP_003547547.1	gnl|Rhadb|1	95.10	102	5	0	1	102	1	102	2e-69	 200
gnl|Rhpdb|22|WP_003547550.1	gnl|Rhadb|54	64.52	93	33	0	5	97	8	100	3e-40	 126
gnl|Rhpdb|23|WP_003547562.1	gnl|Rhadb|3636	65.15	132	46	0	1	132	1	132	1e-62	 186
gnl|Rhpdb|24|WP_003547566.1	gnl|Rhadb|295	61.40	57	22	0	13	69	8	64	2e-18	68.9
gnl|Rhpdb|25|WP_003547577.1	gnl|Rhadb|32	85.22	115	17	0	15	129	15	129	1e-72	 211
gnl|Rhpdb|26|WP_003547579.1	gnl|Rhadb|3643	81.31	337	61	1	2	336	7	343	0.0	 567
gnl|Rhpdb|27|WP_003561293.1	gnl|Rhadb|80	65.22	69	24	0	1	69	1	69	8e-31	 100
gnl|Rhpdb|28|WP_003561955.1	gnl|Rhadb|38	84.00	100	16	0	1	100	1	100	9e-60	 176
gnl|Rhpdb|29|WP_003564293.1	gnl|Rhadb|6732	50.77	65	26	3	7	66	4	67	8e-11	50.4
gnl|Rhpdb|30|WP_003566413.1	gnl|Rhadb|58	74.65	71	18	0	1	71	1	71	5e-38	 119
gnl|Rhpdb|32|WP_003567502.1	gnl|Rhadb|3173	51.28	78	38	0	1	78	1	78	6e-27	91.7
gnl|Rhpdb|34|WP_003570362.1	gnl|Rhadb|69	42.61	115	66	0	5	119	4	118	3e-27	95.5
gnl|Rhpdb|35|WP_003570770.1	gnl|Rhadb|67	66.90	145	48	0	1	145	1	145	3e-66	 196
gnl|Rhpdb|36|WP_003570776.1	gnl|Rhadb|852	67.86	252	81	0	7	258	85	336	1e-113	 328
gnl|Rhpdb|37|WP_003570998.1	gnl|Rhadb|76	68.18	66	21	0	1	66	1	66	1e-15	62.4
gnl|Rhpdb|38|WP_003571435.1	gnl|Rhadb|768	82.90	421	72	0	1	421	1	421	0.0	 707
gnl|Rhpdb|41|WP_003573772.1	gnl|Rhadb|3642	83.64	110	18	0	1	110	1	110	4e-63	 186
gnl|Rhpdb|42|WP_003573784.1	gnl|Rhadb|3638	81.13	159	30	0	22	180	30	188	9e-91	 261
gnl|Rhpdb|43|WP_003573785.1	gnl|Rhadb|31	63.33	120	44	0	1	120	1	120	3e-47	 145
gnl|Rhpdb|44|WP_003573787.1	gnl|Rhadb|3635	63.37	101	37	0	1	101	1	101	7e-36	 115
gnl|Rhpdb|45|WP_003573790.1	gnl|Rhadb|30	90.16	122	12	0	1	122	1	122	1e-77	 223
gnl|Rhpdb|46|WP_003573792.1	gnl|Rhadb|51	72.26	137	38	0	1	137	1	137	1e-61	 183
gnl|Rhpdb|47|WP_003573793.1	gnl|Rhadb|3632	78.32	226	49	0	1	226	1	226	2e-136	 381
gnl|Rhpdb|48|WP_003573797.1	gnl|Rhadb|53	79.12	91	19	0	1	91	1	91	2e-52	 156
gnl|Rhpdb|49|WP_003573826.1	gnl|Rhadb|41	63.79	58	21	0	6	63	4	61	2e-08	43.9
gnl|Rhpdb|50|WP_003573944.1	gnl|Rhadb|3898	74.88	203	51	0	1	203	1	203	2e-107	 305
gnl|Rhpdb|51|WP_003574261.1	gnl|Rhadb|3819	65.60	125	37	2	1	125	1	119	4e-52	 159
gnl|Rhpdb|53|WP_003578670.1	gnl|Rhadb|3637	64.41	177	63	0	1	177	1	177	5e-79	 231
gnl|Rhpdb|54|WP_003579112.1	gnl|Rhadb|6347	37.08	89	51	2	2	88	14	99	4e-08	45.4
gnl|Rhpdb|55|WP_003579912.1	gnl|Rhadb|7559	29.64	334	223	6	7	335	6	332	1e-32	 122
gnl|Rhpdb|56|WP_003582204.1	gnl|Rhadb|3	73.17	41	11	0	1	41	1	41	2e-17	64.7
gnl|Rhpdb|57|WP_003585771.1	gnl|Rhadb|2087	60.26	78	31	0	4	81	13	90	1e-19	73.6
gnl|Rhpdb|58|WP_003585885.1	gnl|Rhadb|2100	87.80	41	5	0	1	41	1	41	2e-21	77.8
gnl|Rhpdb|59|WP_003587245.1	gnl|Rhadb|33	74.55	55	14	0	1	55	1	55	1e-20	73.9
gnl|Rhpdb|60|WP_003588243.1	gnl|Rhadb|24	68.75	64	20	0	1	64	1	64	2e-18	69.7
gnl|Rhpdb|62|WP_003590275.1	gnl|Rhadb|6021	47.33	150	76	1	1	150	1	147	2e-45	 144
gnl|Rhpdb|63|WP_003591841.1	gnl|Rhadb|6797	68.00	50	16	0	16	65	9	58	4e-20	73.2
gnl|Rhpdb|64|WP_003594574.1	gnl|Rhadb|7548	68.97	29	9	0	1	29	1	29	2e-08	41.2
gnl|Rhpdb|65|WP_003594586.1	gnl|Rhadb|4715	28.95	76	54	0	36	111	87	162	9e-08	45.8
gnl|Rhpdb|67|WP_004668318.1	gnl|Rhadb|7276	37.75	249	148	2	1	242	1	249	6e-52	 167
gnl|Rhpdb|68|WP_004668319.1	gnl|Rhadb|4971	64.39	337	120	0	30	366	27	363	2e-161	 454
gnl|Rhpdb|69|WP_004668364.1	gnl|Rhadb|5990	28.34	441	265	14	52	457	82	506	2e-19	89.0
gnl|Rhpdb|70|WP_004668370.1	gnl|Rhadb|2634	74.22	419	108	0	1	419	1	419	0.0	 667
gnl|Rhpdb|71|WP_004668408.1	gnl|Rhadb|3953	63.06	222	82	0	6	227	12	233	1e-97	 281
gnl|Rhpdb|72|WP_004668451.1	gnl|Rhadb|3773	56.24	457	200	0	1	457	1	457	2e-166	 474
gnl|Rhpdb|74|WP_004668496.1	gnl|Rhadb|7544	24.81	270	173	12	8	261	6	261	3e-09	54.3
gnl|Rhpdb|75|WP_004668498.1	gnl|Rhadb|7688	28.82	170	108	6	53	217	30	191	3e-04	39.7
gnl|Rhpdb|76|WP_004668503.1	gnl|Rhadb|262	31.03	377	253	4	79	453	72	443	1e-50	 175
gnl|Rhpdb|77|WP_004668514.1	gnl|Rhadb|1208	56.52	115	47	1	1	112	1	115	1e-43	 136
gnl|Rhpdb|78|WP_004668527.1	gnl|Rhadb|2431	72.68	549	150	0	1	549	1	549	0.0	 786
gnl|Rhpdb|79|WP_004668557.1	gnl|Rhadb|2595	74.34	339	87	0	1	339	1	339	0.0	 528
gnl|Rhpdb|80|WP_004668584.1	gnl|Rhadb|3019	38.18	55	34	0	1	55	1	55	8e-06	36.6
gnl|Rhpdb|82|WP_004668600.1	gnl|Rhadb|7336	30.94	265	134	12	44	261	11	273	1e-25	 107
gnl|Rhpdb|85|WP_004668612.1	gnl|Rhadb|5160	47.66	214	108	2	14	225	18	229	2e-56	 177
gnl|Rhpdb|86|WP_004668619.1	gnl|Rhadb|5157	57.63	118	50	0	23	140	6	123	1e-53	 163
gnl|Rhpdb|88|WP_004668623.1	gnl|Rhadb|7307	30.88	136	83	3	5	140	53	177	3e-10	58.2
gnl|Rhpdb|89|WP_004668627.1	gnl|Rhadb|5175	31.76	488	316	7	2	482	1	478	2e-69	 229
gnl|Rhpdb|89|WP_004668627.1	gnl|Rhadb|5175	24.45	229	161	5	276	503	24	241	3e-13	69.7
gnl|Rhpdb|90|WP_004668632.1	gnl|Rhadb|5184	26.34	205	135	6	44	245	35	226	3e-04	39.7
gnl|Rhpdb|93|WP_004668689.1	gnl|Rhadb|6376	50.34	298	146	1	37	334	29	324	1e-88	 266
gnl|Rhpdb|94|WP_004668690.1	gnl|Rhadb|6375	80.05	416	83	0	64	479	59	474	0.0	 680
gnl|Rhpdb|95|WP_004668694.1	gnl|Rhadb|793	42.79	229	115	6	41	258	38	261	6e-53	 171
gnl|Rhpdb|96|WP_004668696.1	gnl|Rhadb|132	52.94	51	24	0	3	53	2	52	6e-12	52.0
gnl|Rhpdb|97|WP_004668717.1	gnl|Rhadb|3837	54.76	389	175	1	12	399	12	400	3e-142	 409
gnl|Rhpdb|98|WP_004668726.1	gnl|Rhadb|2897	50.00	138	68	1	5	142	3	139	1e-41	 133
gnl|Rhpdb|99|WP_004668736.1	gnl|Rhadb|5255	76.81	276	64	0	1	276	1	276	6e-157	 436
gnl|Rhpdb|100|WP_004668737.1	gnl|Rhadb|5254	69.37	333	101	1	1	332	1	333	6e-170	 473
gnl|Rhpdb|101|WP_004668738.1	gnl|Rhadb|2290	37.58	487	291	7	4	484	10	489	1e-98	 303
gnl|Rhpdb|102|WP_004668745.1	gnl|Rhadb|814	38.31	154	95	0	10	163	11	164	1e-36	 122
gnl|Rhpdb|103|WP_004668751.1	gnl|Rhadb|2371	32.52	163	79	5	32	179	41	187	2e-09	56.6
gnl|Rhpdb|106|WP_004668786.1	gnl|Rhadb|6021	28.47	144	99	1	11	150	3	146	1e-18	75.9
gnl|Rhpdb|107|WP_004668787.1	gnl|Rhadb|4583	39.29	112	58	4	43	151	59	163	6e-18	74.7
gnl|Rhpdb|108|WP_004668797.1	gnl|Rhadb|2516	60.15	542	215	1	1	542	1	541	0.0	 539
gnl|Rhpdb|109|WP_004668799.1	gnl|Rhadb|6767	46.40	278	145	2	14	287	18	295	2e-87	 261
gnl|Rhpdb|110|WP_004668803.1	gnl|Rhadb|2515	50.17	291	142	3	9	298	6	294	2e-85	 257
gnl|Rhpdb|111|WP_004668807.1	gnl|Rhadb|2513	43.52	432	243	1	12	443	10	440	2e-128	 377
