gnl|Rhadb|1|WP_002964358.1	gnl|Rhpdb|48	92.39	92	7	0	1	92	1	92	9e-62	 180
gnl|Rhadb|2|WP_003507760.1	gnl|Rhpdb|20	99.19	123	1	0	1	123	1	123	2e-86	 244
gnl|Rhadb|3|WP_003507767.1	gnl|Rhpdb|21	99.02	102	1	0	1	102	1	102	9e-72	 206
gnl|Rhadb|4|WP_003525618.1	gnl|Rhpdb|28	94.00	100	6	0	1	100	1	100	5e-66	 191
gnl|Rhadb|5|WP_003527546.1	gnl|Rhpdb|665	96.70	91	3	0	1	91	1	91	7e-63	 182
gnl|Rhadb|6|WP_003528058.1	gnl|Rhpdb|2	97.32	112	3	0	1	112	1	112	1e-74	 214
gnl|Rhadb|7|WP_003531676.1	gnl|Rhpdb|16	96.15	78	3	0	1	78	1	78	3e-47	 142
gnl|Rhadb|8|WP_003531854.1	gnl|Rhpdb|1205	94.12	102	6	0	1	102	1	102	1e-45	 140
gnl|Rhadb|9|WP_003535434.1	gnl|Rhpdb|1	97.50	80	2	0	1	80	1	80	5e-56	 164
gnl|Rhadb|10|WP_003536496.1	gnl|Rhpdb|25	97.67	129	3	0	1	129	1	129	2e-84	 240
gnl|Rhadb|11|WP_003536508.1	gnl|Rhpdb|24	88.68	53	6	0	15	67	17	69	3e-29	96.3
gnl|Rhadb|12|WP_003536531.1	gnl|Rhpdb|46	97.08	137	4	0	1	137	1	137	3e-73	 212
gnl|Rhadb|13|WP_003537642.1	gnl|Rhpdb|19	98.37	123	2	0	1	123	1	123	8e-89	 250
gnl|Rhadb|14|WP_003543812.1	gnl|Rhpdb|10	100.00	61	0	0	1	61	1	61	5e-41	 125
gnl|Rhadb|17|WP_010875130.1	gnl|Rhpdb|416	94.68	282	15	0	1	282	1	282	2e-171	 474
gnl|Rhadb|18|WP_010875356.1	gnl|Rhpdb|972	70.30	202	59	1	14	214	17	218	9e-105	 298
gnl|Rhadb|19|WP_010875417.1	gnl|Rhpdb|6002	43.08	65	37	0	1	65	1	65	2e-12	54.3
gnl|Rhadb|21|WP_010970356.1	gnl|Rhpdb|3814	83.52	273	45	0	2	274	31	303	1e-171	 473
gnl|Rhadb|22|WP_011975002.1	gnl|Rhpdb|253	62.50	72	27	0	1	72	1	72	9e-29	95.5
gnl|Rhadb|23|WP_011975176.1	gnl|Rhpdb|363	90.91	66	6	0	1	66	1	66	2e-29	96.7
gnl|Rhadb|25|WP_012706109.1	gnl|Rhpdb|549	32.26	124	79	2	18	137	1	123	8e-18	73.9
gnl|Rhadb|26|WP_012706639.1	gnl|Rhpdb|672	74.12	85	22	0	1	85	1	85	3e-46	 140
gnl|Rhadb|27|WP_012706640.1	gnl|Rhpdb|732	83.22	143	22	1	1	143	1	141	2e-85	 243
gnl|Rhadb|28|WP_012706673.1	gnl|Rhpdb|671	93.18	44	3	0	1	44	1	44	9e-17	63.2
gnl|Rhadb|29|WP_012706736.1	gnl|Rhpdb|243	93.83	227	14	0	1	227	1	227	9e-157	 431
gnl|Rhadb|31|WP_012706806.1	gnl|Rhpdb|3172	85.12	430	64	0	1	430	1	430	0.0	 725
gnl|Rhadb|32|WP_012706835.1	gnl|Rhpdb|867	62.92	89	33	0	9	97	8	96	1e-37	 119
gnl|Rhadb|33|WP_012706836.1	gnl|Rhpdb|34	94.21	121	7	0	1	121	1	121	4e-82	 234
gnl|Rhadb|34|WP_012706841.1	gnl|Rhpdb|203	92.25	129	10	0	1	129	1	129	7e-85	 241
gnl|Rhadb|35|WP_012706860.1	gnl|Rhpdb|878	71.76	262	74	0	1	262	1	262	1e-133	 375
gnl|Rhadb|36|WP_012706883.1	gnl|Rhpdb|210	77.27	88	20	0	1	88	1	88	5e-47	 142
gnl|Rhadb|37|WP_012706891.1	gnl|Rhpdb|3112	84.95	299	45	0	1	299	1	299	2e-169	 469
gnl|Rhadb|38|WP_012706940.1	gnl|Rhpdb|39	75.93	54	13	0	1	54	1	54	1e-16	63.5
gnl|Rhadb|39|WP_012706964.1	gnl|Rhpdb|386	42.05	88	50	1	1	87	1	88	1e-11	53.5
gnl|Rhadb|40|WP_012706990.1	gnl|Rhpdb|388	98.98	98	1	0	1	98	1	98	7e-60	 176
gnl|Rhadb|41|WP_012707029.1	gnl|Rhpdb|60	96.88	64	2	0	1	64	1	64	2e-38	 119
gnl|Rhadb|42|WP_012707398.1	gnl|Rhpdb|372	93.48	184	12	0	1	184	1	184	4e-129	 358
gnl|Rhadb|43|WP_012707403.1	gnl|Rhpdb|374	83.21	131	22	0	1	131	1	131	9e-81	 231
gnl|Rhadb|44|WP_012707434.1	gnl|Rhpdb|379	82.35	85	15	0	5	89	1	85	6e-33	 107
gnl|Rhadb|45|WP_012707461.1	gnl|Rhpdb|655	96.34	82	3	0	1	82	1	82	1e-54	 161
gnl|Rhadb|46|WP_012707462.1	gnl|Rhpdb|656	88.68	106	12	0	1	106	1	106	4e-68	 200
gnl|Rhadb|47|WP_012707529.1	gnl|Rhpdb|308	90.06	171	16	1	1	170	1	171	3e-89	 255
gnl|Rhadb|48|WP_012707547.1	gnl|Rhpdb|2683	92.45	106	8	0	1	106	1	106	3e-69	 200
gnl|Rhadb|49|WP_012707548.1	gnl|Rhpdb|500	80.90	178	32	2	1	176	3	180	3e-104	 294
gnl|Rhadb|50|WP_012707559.1	gnl|Rhpdb|4879	79.33	150	31	0	1	150	1	150	2e-86	 246
gnl|Rhadb|51|WP_012707596.1	gnl|Rhpdb|670	88.96	154	17	0	1	154	1	154	2e-102	 288
gnl|Rhadb|52|WP_012707619.1	gnl|Rhpdb|668	95.74	188	8	0	5	192	7	194	1e-122	 342
gnl|Rhadb|53|WP_012707628.1	gnl|Rhpdb|613	92.02	163	13	0	1	163	1	163	2e-113	 316
gnl|Rhadb|54|WP_012707629.1	gnl|Rhpdb|1204	87.25	204	26	0	1	204	1	204	2e-98	 281
gnl|Rhadb|55|WP_012707650.1	gnl|Rhpdb|59	92.73	55	4	0	1	55	1	55	5e-32	 102
gnl|Rhadb|56|WP_012707739.1	gnl|Rhpdb|127	95.65	391	17	0	1	391	1	391	0.0	 732
gnl|Rhadb|57|WP_012707741.1	gnl|Rhpdb|49	78.46	65	14	0	1	65	1	65	2e-27	91.3
gnl|Rhadb|58|WP_012707743.1	gnl|Rhpdb|122	90.91	143	12	1	1	142	1	143	3e-93	 263
